verb;frequency;lang;cop
inaugurate;5;en;27
believeN;5;en;27
sunak;5;en;27
obstruct;4;en;27
comment;4;en;27
aid;4;en;27
weigh;4;en;27
planetwarme;4;en;27
matterN;4;en;27
embark;4;en;27
derail;4;en;27
trade;4;en;27
leadN;4;en;27
forecast;4;en;27
perform;4;en;27
blame;4;en;27
undertake;4;en;27
bike;4;en;27
pool;4;en;27
donate;4;en;27
enforce;4;en;27
suspend;4;en;27
match;4;en;27
holdN;4;en;27
hurt;4;en;27
deteriorate;4;en;27
comprise;4;en;27
fracke;4;en;27
finalise;4;en;27
cascade;4;en;27
sail;4;en;27
maximise;4;en;27
livestream;4;en;27
screen;4;en;27
blow;4;en;27
stem;4;en;27
subsidise;4;en;27
muchneede;4;en;27
embed;4;en;27
recall;4;en;27
understandN;4;en;27
unleash;4;en;27
existN;4;en;27
startN;4;en;27
submerge;4;en;27
rid;4;en;27
await;4;en;27
surround;4;en;27
withstand;4;en;27
standN;4;en;27
jinpe;4;en;27
transfer;4;en;27
retain;4;en;27
mottley;4;en;27
interlink;4;en;27
expectN;4;en;27
regret;4;en;27
operationalize;4;en;27
range;4;en;27
zoom;4;en;27
utilize;4;en;27
bn;4;en;27
anticipate;4;en;27
abuse;4;en;27
guarantee;4;en;27
praise;4;en;27
inject;4;en;27
fool;4;en;27
implementation;4;en;27
sum;4;en;27
dictate;4;en;27
supercharge;4;en;27
heed;4;en;27
achieveN;4;en;27
annoy;4;en;27
articulate;4;en;27
neglect;4;en;27
contaminate;4;en;27
cheat;4;en;27
crosscut;4;en;27
compile;4;en;27
atomsclimate;4;en;27
reachN;4;en;27
water;4;en;27
picture;4;en;27
sow;4;en;27
debunk;4;en;27
hearN;4;en;27
award;4;en;27
rank;4;en;27
leadonclimate;4;en;27
equip;4;en;27
deliberate;4;en;27
pick;4;en;27
climatesmart;4;en;27
commend;4;en;27
arise;4;en;27
stifle;4;en;27
educate;4;en;27
assist;4;en;27
evolve;4;en;27
intervene;4;en;27
kickstart;4;en;27
handle;4;en;27
accessN;4;en;27
separateN;4;en;27
sentence;4;en;27
pertain;4;en;27
pende;4;en;27
descend;4;en;27
team;4;en;27
implementN;4;en;27
failN;4;en;27
deport;4;en;27
reproduce;4;en;27
youthle;4;en;27
pray;4;en;27
foot;4;en;27
fightN;4;en;27
unblock;4;en;27
shatter;4;en;27
cohost;4;en;27
releaseN;4;en;27
trend;4;en;27
evaluate;4;en;27
whisper;4;en;27
alarm;3;en;27
phaseN;3;en;27
cutN;3;en;27
insert;3;en;27
tout;3;en;27
perpetuate;3;en;27
bang;3;en;27
resource;3;en;27
copy;3;en;27
distribute;3;en;27
phasedown;3;en;27
reform;3;en;27
rest;3;en;27
wehavenotyetbeendefeate;3;en;27
provideN;3;en;27
dilute;3;en;27
overshoot;3;en;27
eatN;3;en;27
stretch;3;en;27
broaden;3;en;27
associate;3;en;27
reclaim;3;en;27
fuelbase;3;en;27
signN;3;en;27
exhaust;3;en;27
compromise;3;en;27
search;3;en;27
outweigh;3;en;27
laud;3;en;27
updateN;3;en;27
grace;3;en;27
bill;3;en;27
waterrelate;3;en;27
equal;3;en;27
distract;3;en;27
recognizeN;3;en;27
flatten;3;en;27
map;3;en;27
wildaid;3;en;27
uncover;3;en;27
balance;3;en;27
compound;3;en;27
yield;3;en;27
pause;3;en;27
spotlight;3;en;27
disappoint;3;en;27
dine;3;en;27
arm;3;en;27
contact;3;en;27
chart;3;en;27
recap;3;en;27
localise;3;en;27
climatewrecke;3;en;27
co;3;en;27
representN;3;en;27
rescue;3;en;27
divert;3;en;27
transport;3;en;27
freealaa;3;en;27
fuck;3;en;27
industrialize;3;en;27
root;3;en;27
redesign;3;en;27
scrap;3;en;27
keepitintheground;3;en;27
assemble;3;en;27
highemitte;3;en;27
persuade;3;en;27
scare;3;en;27
ope;3;en;27
complement;3;en;27
reinvent;3;en;27
diversify;3;en;27
downloadN;3;en;27
tap;3;en;27
carve;3;en;27
crumble;3;en;27
intersect;3;en;27
cohoste;3;en;27
inherit;3;en;27
shoulder;3;en;27
answerN;3;en;27
taste;3;en;27
appoint;3;en;27
equate;3;en;27
differentiate;3;en;27
interrogate;3;en;27
intimidate;3;en;27
cherish;3;en;27
distance;3;en;27
disgust;3;en;27
analysis;3;en;27
peddle;3;en;27
sideline;3;en;27
disregard;3;en;27
tailor;3;en;27
underpin;3;en;27
dump;3;en;27
trigger;3;en;27
ditch;3;en;27
forestbase;3;en;27
upscale;3;en;27
reshare;3;en;27
deepseamine;3;en;27
pat;3;en;27
decrease;3;en;27
learnN;3;en;27
uturn;3;en;27
reel;3;en;27
uplift;3;en;27
pair;3;en;27
reintroduce;3;en;27
opt;3;en;27
suit;3;en;27
gas;3;en;27
rape;3;en;27
convert;3;en;27
carbonstore;3;en;27
sectorle;3;en;27
mirror;3;en;27
deconstruct;3;en;27
supply;3;en;27
compete;3;en;27
mandate;3;en;27
book;3;en;27
locallyle;3;en;27
scream;3;en;27
programme;3;en;27
clamp;3;en;27
delayN;3;en;27
please;3;en;27
grantbase;3;en;27
normalize;3;en;27
biden;3;en;27
quit;3;en;27
tokenize;3;en;27
hail;3;en;27
instal;3;en;27
source;3;en;27
boast;3;en;27
strain;3;en;27
emission;3;en;27
dress;3;en;27
jet;3;en;27
persecute;3;en;27
silenceN;3;en;27
skip;3;en;27
tag;3;en;27
author;3;en;27
mix;3;en;27
spy;3;en;27
elevate;3;en;27
bump;3;en;27
exit;3;en;27
summon;3;en;27
raiseN;3;en;27
tighten;3;en;27
apologise;3;en;27
derive;3;en;27
drinkN;3;en;27
bringN;3;en;27
leak;3;en;27
excoriate;3;en;27
maximize;3;en;27
orient;3;en;27
reuse;3;en;27
chooseN;3;en;27
spare;3;en;27
quote;3;en;27
total;3;en;27
license;3;en;27
rotN;3;en;27
bleed;3;en;27
embarrass;3;en;27
disturb;3;en;27
engineer;3;en;27
analyse;3;en;27
ignoreN;3;en;27
oceandecade;3;en;27
polluter;3;en;27
grantN;3;en;27
redirect;3;en;27
lag;3;en;27
poise;3;en;27
changeinduce;3;en;27
postpone;3;en;27
sacrificeN;3;en;27
bid;3;en;27
touchN;3;en;27
allowaccesstotigray;3;en;27
mislead;3;en;27
effect;3;en;27
constitute;3;en;27
fasttrack;3;en;27
skyrocket;3;en;27
discredit;3;en;27
fulfilN;3;en;27
kidnap;3;en;27
trustN;3;en;27
embody;3;en;27
rememberN;3;en;27
kerem;3;en;27
sturgeon;3;en;27
upstage;3;en;27
grapple;3;en;27
wean;3;en;27
blister;3;en;27
evariste;3;en;27
bag;3;en;27
gmt;3;en;27
pivot;3;en;27
reshape;3;en;27
rage;3;en;27
reestablish;3;en;27
webcast;3;en;27
desist;3;en;27
ratify;3;en;27
depress;2;en;27
attach;2;en;27
wishN;2;en;27
peak;2;en;27
turbocharge;2;en;27
curbN;2;en;27
backslideN;2;en;27
huddle;2;en;27
inhale;2;en;27
materialize;2;en;27
forgive;2;en;27
incur;2;en;27
freeN;2;en;27
petrostate;2;en;27
relent;2;en;27
cap;2;en;27
hop;2;en;27
skype;2;en;27
pile;2;en;27
display;2;en;27
weaponise;2;en;27
nurture;2;en;27
position;2;en;27
matchN;2;en;27
contract;2;en;27
includeN;2;en;27
protectN;2;en;27
seize;2;en;27
actnow;2;en;27
uproot;2;en;27
troop;2;en;27
ilp;2;en;27
pronounce;2;en;27
entwine;2;en;27
isolate;2;en;27
complicate;2;en;27
insult;2;en;27
travelN;2;en;27
reconsider;2;en;27
garner;2;en;27
supportN;2;en;27
retweete;2;en;27
elsheik;2;en;27
delve;2;en;27
prefer;2;en;27
analyze;2;en;27
subject;2;en;27
table;2;en;27
stocktake;2;en;27
verify;2;en;27
financeN;2;en;27
joinN;2;en;27
stripe;2;en;27
overlap;2;en;27
contemplate;2;en;27
notyetdefeate;2;en;27
liveN;2;en;27
irrigate;2;en;27
split;2;en;27
gasN;2;en;27
tour;2;en;27
rehabilitate;2;en;27
staff;2;en;27
single;2;en;27
appease;2;en;27
singe;2;en;27
brave;2;en;27
recede;2;en;27
callN;2;en;27
disconnect;2;en;27
export;2;en;27
divide;2;en;27
distinguish;2;en;27
house;2;en;27
tread;2;en;27
observe;2;en;27
teach;2;en;27
crossN;2;en;27
faceN;2;en;27
capitalise;2;en;27
screech;2;en;27
deplete;2;en;27
moveN;2;en;27
chop;2;en;27
label;2;en;27
reconnecte;2;en;27
subjectN;2;en;27
serveN;2;en;27
conflictaffecte;2;en;27
winN;2;en;27
defeat;2;en;27
choke;2;en;27
procrastinate;2;en;27
chide;2;en;27
persist;2;en;27
regenerate;2;en;27
buildN;2;en;27
changeN;2;en;27
detect;2;en;27
purchase;2;en;27
licypriya;2;en;27
recharge;2;en;27
regain;2;en;27
marginalize;2;en;27
explode;2;en;27
span;2;en;27
turnN;2;en;27
cosign;2;en;27
denmark;2;en;27
outofschool;2;en;27
ease;2;en;27
criminalise;2;en;27
geoengineere;2;en;27
limitN;2;en;27
oceanbase;2;en;27
industrialise;2;en;27
ground;2;en;27
rightsbase;2;en;27
scaleup;2;en;27
escape;2;en;27
line;2;en;27
invade;2;en;27
screw;2;en;27
destroyN;2;en;27
spur;2;en;27
decisionsfinance;2;en;27
piss;2;en;27
slide;2;en;27
bomb;2;en;27
cocreate;2;en;27
vanish;2;en;27
defy;2;en;27
frame;2;en;27
devise;2;en;27
model;2;en;27
crunch;2;en;27
recieve;2;en;27
decouple;2;en;27
breatheN;2;en;27
institutionalize;2;en;27
impend;2;en;27
techenable;2;en;27
retrofit;2;en;27
developN;2;en;27
innovate;2;en;27
weave;2;en;27
extinction;2;en;27
mask;2;en;27
deserveN;2;en;27
aidN;2;en;27
dodge;2;en;27
yve;2;en;27
vulnerabilitie;2;en;27
appropriate;2;en;27
rewilde;2;en;27
cotedlvoire;2;en;27
communitybase;2;en;27
decisionmake;2;en;27
theme;2;en;27
modernize;2;en;27
rewatch;2;en;27
climateaffecte;2;en;27
storm;2;en;27
wield;2;en;27
destine;2;en;27
stink;2;en;27
rain;2;en;27
impress;2;en;27
fast;2;en;27
provoke;2;en;27
reboot;2;en;27
cook;2;en;27
calm;2;en;27
enrol;2;en;27
replicateN;2;en;27
salute;2;en;27
edit;2;en;27
hike;2;en;27
coorganize;2;en;27
buzz;2;en;27
spruike;2;en;27
reunite;2;en;27
scramble;2;en;27
contest;2;en;27
overtake;2;en;27
alter;2;en;27
teachN;2;en;27
photograph;2;en;27
feedN;2;en;27
obey;2;en;27
helpN;2;en;27
dub;2;en;27
colonise;2;en;27
alleviate;2;en;27
rearreste;2;en;27
climateinduce;2;en;27
obfuscate;2;en;27
strategise;2;en;27
flock;2;en;27
focusse;2;en;27
energize;2;en;27
burnN;2;en;27
brag;2;en;27
rewrite;2;en;27
brainwash;2;en;27
dry;2;en;27
manageN;2;en;27
entrepreneur;2;en;27
advise;2;en;27
sight;2;en;27
wash;2;en;27
suck;2;en;27
withdraw;2;en;27
ride;2;en;27
lmdc;2;en;27
strategize;2;en;27
scoop;2;en;27
lampd;2;en;27
average;2;en;27
strand;2;en;27
constrain;2;en;27
pressN;2;en;27
renege;2;en;27
shoukry;2;en;27
surpass;2;en;27
futureproofe;2;en;27
minimize;2;en;27
entertain;2;en;27
diminish;2;en;27
paint;2;en;27
curate;2;en;27
wasteN;2;en;27
marchN;2;en;27
divest;2;en;27
demandN;2;en;27
stutter;2;en;27
reference;2;en;27
accountable;2;en;27
chill;2;en;27
scrutinize;2;en;27
upgrade;2;en;27
damn;2;en;27
revoke;2;en;27
accomplish;2;en;27
everyone;2;en;27
eyewatere;2;en;27
dog;2;en;27
strut;2;en;27
communicate;2;en;27
rake;2;en;27
tie;2;en;27
shock;2;en;27
bestow;2;en;27
navigate;2;en;27
cancercause;2;en;27
gtgt;2;en;27
indigenous;2;en;27
treatN;2;en;27
attain;2;en;27
smear;2;en;27
fell;2;en;27
grasp;2;en;27
flare;2;en;27
showN;2;en;27
congregate;2;en;27
coorganise;2;en;27
alert;2;en;27
repair;2;en;27
peoplepowere;2;en;27
failure;2;en;27
reignite;2;en;27
sleep;2;en;27
nakate;2;en;27
interact;2;en;27
goal;2;en;27
decry;2;en;27
climateheate;2;en;27
confuse;2;en;27
glue;2;en;27
summarize;2;en;27
devour;2;en;27
simmer;2;en;27
function;2;en;27
trash;2;en;27
kickbigpollutersout;2;en;27
minimise;2;en;27
bow;2;en;27
surveille;2;en;27
scroll;2;en;27
commemorate;2;en;27
entrust;2;en;27
redress;2;en;27
inspect;2;en;27
roam;2;en;27
reimagine;2;en;27
fastestgrowe;2;en;27
capitalize;2;en;27
remand;2;en;27
unfurl;2;en;27
webstreame;2;en;27
file;2;en;27
oweN;2;en;27
breach;2;en;27
dive;2;en;27
macron;2;en;27
humble;2;en;27
fold;2;en;27
punish;2;en;27
sack;2;en;27
nail;2;en;27
sinkN;2;en;27
consolidate;2;en;27
micklethwait;2;en;27
factor;2;en;27
eject;2;en;27
harass;2;en;27
womenle;2;en;27
pander;2;en;27
illuminate;2;en;27
raid;2;en;27
saveN;2;en;27
invent;2;en;27
stepN;2;en;27
simulate;2;en;27
spook;2;en;27
plough;2;en;27
stamp;2;en;27
downgrade;2;en;27
assess;2;en;27
ring;2;en;27
utilise;2;en;27
exacerbateN;2;en;27
wade;2;en;27
handcuff;2;en;27
embolden;2;en;27
legislate;2;en;27
recommend;2;en;27
appal;2;en;27
speakN;2;en;27
bluff;2;en;27
giraffes;2;en;27
depict;2;en;27
crop;2;en;27
negotiateN;2;en;27
doubt;2;en;27
smile;2;en;27
splash;2;en;27
instigate;2;en;27
redeem;2;en;27
realizeN;2;en;27
imagineN;2;en;27
repurpose;2;en;27
mend;2;en;27
postponeN;2;en;27
reduceN;2;en;27
allege;2;en;27
sanook;2;en;27
hrs;2;en;27
funnel;2;en;27
stunt;2;en;27
shrink;2;en;27
bake;2;en;27
grandstand;2;en;27
consult;2;en;27
summit;2;en;27
walkingcycle;2;en;27
suspect;2;en;27
devolve;2;en;27
commission;2;en;27
greenwasheN;2;en;27
kilavuka;2;en;27
machakos;2;en;27
qualify;2;en;27
shareN;2;en;27
stack;2;en;27
wipe;2;en;27
abolish;2;en;27
oust;2;en;27
watersecure;2;en;27
focusN;2;en;27
urbanise;2;en;27
taxpayerfunde;2;en;27
selfdefeate;2;en;27
everrise;2;en;27
completeN;2;en;27
plural;2;en;27
rattle;2;en;27
envision;2;en;27
mobiliseN;2;en;27
haul;2;en;27
surveil;2;en;27
discloseN;2;en;27
bully;2;en;27
bend;2;en;27
relax;2;en;27
embroil;2;en;27
hurtle;2;en;27
abstain;2;en;27
renowne;2;en;27
wetsuweten;2;en;27
empty;1;en;27
liveticker;1;en;27
extract;1;en;27
alterN;1;en;27
crash;1;en;27
budget;1;en;27
bust;1;en;27
jolly;1;en;27
wdevelope;1;en;27
disguise;1;en;27
facesave;1;en;27
string;1;en;27
manifest;1;en;27
resiliencebuilde;1;en;27
defendN;1;en;27
overflow;1;en;27
reinstate;1;en;27
broker;1;en;27
render;1;en;27
phaseout;1;en;27
eudevelope;1;en;27
mitigation;1;en;27
stare;1;en;27
copypaste;1;en;27
dampen;1;en;27
paste;1;en;27
replicate;1;en;27
slowN;1;en;27
rotate;1;en;27
stallN;1;en;27
gutte;1;en;27
mess;1;en;27
unlockN;1;en;27
reiterateN;1;en;27
stitch;1;en;27
gtlead;1;en;27
agreement;1;en;27
deadlocke;1;en;27
stakeout;1;en;27
deceive;1;en;27
lampdphase;1;en;27
covid;1;en;27
regurgitate;1;en;27
disown;1;en;27
ltled;1;en;27
sing;1;en;27
rescind;1;en;27
wishessg;1;en;27
culminate;1;en;27
cull;1;en;27
abpoli;1;en;27
exemplify;1;en;27
martiale;1;en;27
terminate;1;en;27
swamp;1;en;27
hearten;1;en;27
tryN;1;en;27
wane;1;en;27
vaccinate;1;en;27
smoke;1;en;27
bubble;1;en;27
visualize;1;en;27
discourage;1;en;27
fundN;1;en;27
towel;1;en;27
concede;1;en;27
payoffN;1;en;27
causingexacerbate;1;en;27
resoundiny;1;en;27
notgiveN;1;en;27
finishN;1;en;27
endusre;1;en;27
prey;1;en;27
suicide;1;en;27
bless;1;en;27
relateN;1;en;27
sketch;1;en;27
enshrine;1;en;27
surviveN;1;en;27
shrug;1;en;27
gasin;1;en;27
originate;1;en;27
brodin;1;en;27
anchor;1;en;27
eraseN;1;en;27
tip;1;en;27
chastise;1;en;27
deemN;1;en;27
acknowledgeN;1;en;27
couple;1;en;27
gape;1;en;27
yibo;1;en;27
wewillneverbedefeate;1;en;27
benefitN;1;en;27
vulnerabilitywashe;1;en;27
brighten;1;en;27
liquidgold;1;en;27
branch;1;en;27
govts;1;en;27
lean;1;en;27
strongsciencebase;1;en;27
damageon;1;en;27
pit;1;en;27
implore;1;en;27
reign;1;en;27
collab;1;en;27
stir;1;en;27
reactivate;1;en;27
surge;1;en;27
market;1;en;27
wth;1;en;27
twiff;1;en;27
heattrappe;1;en;27
rainN;1;en;27
buoy;1;en;27
canal;1;en;27
muffle;1;en;27
cocovene;1;en;27
catapult;1;en;27
lowlye;1;en;27
castigate;1;en;27
fingerpointe;1;en;27
virtuesignale;1;en;27
heritagebase;1;en;27
oversee;1;en;27
shrimp;1;en;27
rejoin;1;en;27
concludeN;1;en;27
shy;1;en;27
brand;1;en;27
fit;1;en;27
arrestN;1;en;27
visualise;1;en;27
contextualise;1;en;27
weep;1;en;27
news;1;en;27
puncture;1;en;27
pledgeN;1;en;27
fk;1;en;27
afrexim;1;en;27
ensureN;1;en;27
cofounde;1;en;27
top;1;en;27
redefine;1;en;27
reconvene;1;en;27
reorient;1;en;27
undo;1;en;27
minister;1;en;27
enforceN;1;en;27
wander;1;en;27
costN;1;en;27
commitN;1;en;27
thwart;1;en;27
relaunche;1;en;27
abide;1;en;27
forceN;1;en;27
attente;1;en;27
soundN;1;en;27
buckle;1;en;27
swell;1;en;27
repay;1;en;27
ailacregarde;1;en;27
inflate;1;en;27
dissect;1;en;27
demonise;1;en;27
decolonize;1;en;27
electN;1;en;27
raioe;1;en;27
prosper;1;en;27
constituency;1;en;27
lossN;1;en;27
inheritN;1;en;27
found;1;en;27
interestN;1;en;27
pointN;1;en;27
huaweis;1;en;27
squander;1;en;27
decision;1;en;27
restoringampreplenishe;1;en;27
cpforest;1;en;27
balloon;1;en;27
beckon;1;en;27
rationalize;1;en;27
buryN;1;en;27
africanle;1;en;27
boom;1;en;27
accordN;1;en;27
snoop;1;en;27
chargeN;1;en;27
agroecologyclimate;1;en;27
initiate;1;en;27
investmentdrive;1;en;27
climatefinance;1;en;27
pussyfoot;1;en;27
coaloilampgas;1;en;27
viewN;1;en;27
enlist;1;en;27
sway;1;en;27
conserveN;1;en;27
gasp;1;en;27
distractN;1;en;27
retaliate;1;en;27
kickoff;1;en;27
commoditize;1;en;27
hinder;1;en;27
inundate;1;en;27
fixN;1;en;27
thrust;1;en;27
burden;1;en;27
earthworm;1;en;27
lamisi;1;en;27
cure;1;en;27
nominate;1;en;27
trickle;1;en;27
cripple;1;en;27
nonpeoplecentere;1;en;27
divestN;1;en;27
momentum;1;en;27
bar;1;en;27
helpnuclear;1;en;27
changebut;1;en;27
relabel;1;en;27
wine;1;en;27
resilience;1;en;27
sendN;1;en;27
undervalue;1;en;27
icgn;1;en;27
coopte;1;en;27
developprotect;1;en;27
naturepositve;1;en;27
landscape;1;en;27
landscapescale;1;en;27
returnN;1;en;27
gtbn;1;en;27
sikulu;1;en;27
realign;1;en;27
task;1;en;27
intertwine;1;en;27
crown;1;en;27
saddle;1;en;27
sneak;1;en;27
rewire;1;en;27
peel;1;en;27
elsisi;1;en;27
surf;1;en;27
message;1;en;27
fetisov;1;en;27
evergrowe;1;en;27
thoughtour;1;en;27
blewup;1;en;27
gallop;1;en;27
commute;1;en;27
criticiseN;1;en;27
predate;1;en;27
rightwe;1;en;27
trail;1;en;27
avertN;1;en;27
absolveN;1;en;27
repent;1;en;27
weasel;1;en;27
drought;1;en;27
ainuu;1;en;27
stimulate;1;en;27
coalrelate;1;en;27
china;1;en;27
gridlocke;1;en;27
barrel;1;en;27
dismantle;1;en;27
saveexpand;1;en;27
fuelN;1;en;27
bustle;1;en;27
twospirit;1;en;27
cbdrrc;1;en;27
comprehend;1;en;27
mustafasantiagoali;1;en;27
purify;1;en;27
entire;1;en;27
preapprove;1;en;27
toy;1;en;27
emptyhande;1;en;27
shasha;1;en;27
cole;1;en;27
delighted;1;en;27
energy;1;en;27
abound;1;en;27
preside;1;en;27
cofacilitate;1;en;27
rewild;1;en;27
kiss;1;en;27
nonconforme;1;en;27
positiveampexcite;1;en;27
explainssign;1;en;27
bundle;1;en;27
service;1;en;27
backtrackN;1;en;27
wellresource;1;en;27
animalbase;1;en;27
outrage;1;en;27
outcome;1;en;27
freestyle;1;en;27
beatN;1;en;27
jeopardise;1;en;27
breadcrumbe;1;en;27
linke;1;en;27
turangzai;1;en;27
hasisaffecte;1;en;27
renewable;1;en;27
preexist;1;en;27
hammer;1;en;27
dust;1;en;27
prearrange;1;en;27
triggerbase;1;en;27
eacopaffecte;1;en;27
emanate;1;en;27
wu;1;en;27
aweinspire;1;en;27
protestN;1;en;27
reconnect;1;en;27
livestockrelate;1;en;27
outpace;1;en;27
coalas;1;en;27
robN;1;en;27
reipppp;1;en;27
publishN;1;en;27
propagandabuste;1;en;27
resignN;1;en;27
hypocrisy;1;en;27
trace;1;en;27
snapshot;1;en;27
germanybacke;1;en;27
air;1;en;27
disaggregate;1;en;27
attentionseeke;1;en;27
meeting;1;en;27
defund;1;en;27
connectN;1;en;27
backslappe;1;en;27
energise;1;en;27
visione;1;en;27
africale;1;en;27
nameN;1;en;27
nyactsonclimate;1;en;27
health;1;en;27
substitute;1;en;27
licypria;1;en;27
undergo;1;en;27
marry;1;en;27
beset;1;en;27
gle;1;en;27
employ;1;en;27
extendN;1;en;27
reply;1;en;27
replay;1;en;27
cast;1;en;27
notpla;1;en;27
enrage;1;en;27
douse;1;en;27
earthpoppe;1;en;27
abuseN;1;en;27
worthmorestande;1;en;27
whack;1;en;27
underrepresente;1;en;27
impair;1;en;27
prime;1;en;27
bail;1;en;27
publiclyfunde;1;en;27
morph;1;en;27
createN;1;en;27
rave;1;en;27
government;1;en;27
lihle;1;en;27
network;1;en;27
assassinate;1;en;27
spray;1;en;27
bankN;1;en;27
adjust;1;en;27
reassure;1;en;27
themebuilde;1;en;27
ogwal;1;en;27
pelevic;1;en;27
mingle;1;en;27
fossil;1;en;27
policymake;1;en;27
catalyse;1;en;27
spoiler;1;en;27
satisfy;1;en;27
mncs;1;en;27
space;1;en;27
rebrand;1;en;27
tembe;1;en;27
inhabit;1;en;27
pssst;1;en;27
fadeyi;1;en;27
climatehonesty;1;en;27
confrontN;1;en;27
ocean;1;en;27
fornature;1;en;27
dishonour;1;en;27
blockade;1;en;27
planetdestroye;1;en;27
waver;1;en;27
treebase;1;en;27
cleareye;1;en;27
proof;1;en;27
undermineN;1;en;27
eucelac;1;en;27
hype;1;en;27
intimidateN;1;en;27
everincrease;1;en;27
actionaid;1;en;27
shaheenshahafridi;1;en;27
bluecarbon;1;en;27
deindustrialise;1;en;27
plod;1;en;27
catsoftwitter;1;en;27
tobaccoexpose;1;en;27
endlogge;1;en;27
activateN;1;en;27
shoreline;1;en;27
reverseN;1;en;27
chauffeur;1;en;27
antiworke;1;en;27
astroturfe;1;en;27
alertsanctione;1;en;27
kremlincontrolle;1;en;27
migrate;1;en;27
possess;1;en;27
gamble;1;en;27
abandonN;1;en;27
stateN;1;en;27
beget;1;en;27
designN;1;en;27
soak;1;en;27
rasmohame;1;en;27
worship;1;en;27
def;1;en;27
subhana;1;en;27
koafec;1;en;27
dam;1;en;27
twitch;1;en;27
impersonate;1;en;27
ect;1;en;27
addict;1;en;27
polish;1;en;27
authorize;1;en;27
transmit;1;en;27
stabilise;1;en;27
revive;1;en;27
lineende;1;en;27
scoff;1;en;27
indulge;1;en;27
coralbleache;1;en;27
stake;1;en;27
incarcerate;1;en;27
grager;1;en;27
changed;1;en;27
actoncoole;1;en;27
wellreceiveN;1;en;27
playN;1;en;27
progressN;1;en;27
wearenotdefeate;1;en;27
construe;1;en;27
maskN;1;en;27
retrain;1;en;27
flasbarth;1;en;27
shimmer;1;en;27
herald;1;en;27
stoprosebank;1;en;27
teacherN;1;en;27
coverN;1;en;27
redistribute;1;en;27
utter;1;en;27
battle;1;en;27
wildfire;1;en;27
chain;1;en;27
fiddle;1;en;27
waneN;1;en;27
master;1;en;27
shackleN;1;en;27
sweettalke;1;en;27
ifad;1;en;27
overthrow;1;en;27
persevere;1;en;27
sue;1;en;27
parent;1;en;27
notwaste;1;en;27
chhattisgarh;1;en;27
decarbonizeN;1;en;27
ellakissidebrahdie;1;en;27
limitscause;1;en;27
tigray;1;en;27
flirt;1;en;27
anti;1;en;27
businessinvestment;1;en;27
alik;1;en;27
petition;1;en;27
consign;1;en;27
africansrise;1;en;27
cowN;1;en;27
plunder;1;en;27
nature;1;en;27
banish;1;en;27
cultivate;1;en;27
tweak;1;en;27
bastida;1;en;27
villainize;1;en;27
eaten;1;en;27
snake;1;en;27
floodaffecte;1;en;27
craft;1;en;27
jailN;1;en;27
skirt;1;en;27
camouflage;1;en;27
peoplele;1;en;27
deter;1;en;27
workerle;1;en;27
optimise;1;en;27
repackage;1;en;27
presidencyle;1;en;27
proceed;1;en;27
overturn;1;en;27
spox;1;en;27
stealN;1;en;27
gcf;1;en;27
bombard;1;en;27
nope;1;en;27
wreck;1;en;27
spew;1;en;27
gobble;1;en;27
mind;1;en;27
euau;1;en;27
correspondN;1;en;27
sift;1;en;27
oppressse;1;en;27
recount;1;en;27
readN;1;en;27
nourish;1;en;27
delight;1;en;27
coalfire;1;en;27
badger;1;en;27
groundbase;1;en;27
jeopardize;1;en;27
imply;1;en;27
slamN;1;en;27
rack;1;en;27
sitN;1;en;27
bask;1;en;27
bantayog;1;en;27
behold;1;en;27
pillage;1;en;27
petrol;1;en;27
chuck;1;en;27
enlighten;1;en;27
roar;1;en;27
fame;1;en;27
rename;1;en;27
baseN;1;en;27
turbo;1;en;27
undercut;1;en;27
precedentsette;1;en;27
wontadvocate;1;en;27
relyN;1;en;27
gratify;1;en;27
omfg;1;en;27
greenwishe;1;en;27
megathreat;1;en;27
enumerate;1;en;27
botch;1;en;27
clarify;1;en;27
plummet;1;en;27
textilewaste;1;en;27
renewcellsweden;1;en;27
petroleumbase;1;en;27
corroborate;1;en;27
scavenge;1;en;27
blaze;1;en;27
advanceN;1;en;27
aroc;1;en;27
pouyanne;1;en;27
conspire;1;en;27
extinguish;1;en;27
price;1;en;27
underestimate;1;en;27
wellrepresente;1;en;27
default;1;en;27
excuse;1;en;27
rightcutte;1;en;27
stumble;1;en;27
climatewarme;1;en;27
bottomline;1;en;27
braid;1;en;27
favor;1;en;27
ogmp;1;en;27
cordone;1;en;27
wildlife;1;en;27
scratch;1;en;27
recruit;1;en;27
worryN;1;en;27
geneedite;1;en;27
spike;1;en;27
insurance;1;en;27
cabnal;1;en;27
doubtN;1;en;27
delude;1;en;27
flypost;1;en;27
increaseN;1;en;27
spill;1;en;27
crowd;1;en;27
greenbuilde;1;en;27
machinelearne;1;en;27
daysofcode;1;en;27
safeguardN;1;en;27
vary;1;en;27
buyN;1;en;27
sheep;1;en;27
bracket;1;en;27
guzzle;1;en;27
plunge;1;en;27
diein;1;en;27
predicate;1;en;27
sosten;1;en;27
disappointN;1;en;27
incentivize;1;en;27
streamline;1;en;27
oppress;1;en;27
livea;1;en;27
lackN;1;en;27
overfishe;1;en;27
install;1;en;27
ailac;1;en;27
series;1;en;27
distil;1;en;27
notmyke;1;en;27
midterm;1;en;27
inlcude;1;en;27
enjoin;1;en;27
